uuid,deviceId,className,androidId,serial,osVersion,osName,device,model,user,host,lastConnected,location,deviceAccess,createUserId,createDate,updateUserId,lastUpdated
03BC0E8A-225F-4777-BF7C-A62D2A9DB4C2,RP1A.200720.011,Gbanlua,284044c77d0b7215,284044c77d0b7215,4.19.127,Linux,M8,M8,,ekemp158,2025-03-16 06:05:48.943,"9.940268333333334,-0.43906333333333336",2,0,2025-03-02 12:41:00,576,2025-03-14 05:57:00
046C49A4-4213-482E-B6E8-D7C8E73E9CE0,RP1A.200720.011,Kabre Akura,7998f73521f99361,7998f73521f99361,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 04:05:31.000,"8.507775,0.29833",2,0,2024-05-26 08:18:00,18,2025-02-20 04:22:00
046C49A4-4213-482E-B6E8-D7C8E73E9CE0,RP1A.200720.011,Tinjase,7998f73521f99361,7998f73521f99361,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 04:05:31.000,"8.507775,0.29833",2,0,2024-05-26 08:18:00,18,2025-02-20 04:22:00
046C49A4-4213-482E-B6E8-D7C8E73E9CE0,RP1A.200720.011,Wui,7998f73521f99361,7998f73521f99361,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 04:05:31.000,"8.507775,0.29833",2,0,2024-05-26 08:18:00,18,2025-02-20 04:22:00
04B0009A-5159-4F43-97C5-2A48639DC474,RP1A.200720.011,Konni,6fbe26212719426b,6fbe26212719426b,4.19.127,Linux,M8,M8,,ekemp158,2024-11-13 13:19:40.520,,2,0,2024-10-28 11:44:00,11,2024-10-28 11:51:00
06516062-81BD-4828-9D03-7B3656070124,RP1A.200720.011,TINDONGO/ZORE,5152a99fc0cdce76,5152a99fc0cdce76,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 11:49:30.000,"10.740081666666667,-0.72401",2,0,2025-02-14 13:55:00,15,2025-02-20 13:44:00
06DBACE1-2B70-4E55-88EA-D9EEBF6246B7,RP1A.200720.011,Karlo/Bobosoro/Anhwiafutu/Kwabenakrom/Suano,91599b186552bc84,91599b186552bc84,4.19.127,Linux,FP08,FP08,,hby,2025-04-17 11:41:16.543,"6.109331666666666,-3.028835",2,0,2024-09-13 09:41:00,379,2024-10-04 11:30:00
07640538-2398-406F-9407-6B4041D8887C,PPR1.180610.011,Nayoko No.1*,0e3deaf921fa81af,0e3deaf921fa81af,4.9.117+,Linux,FP-08,FP-08,,buildserver7,2024-05-06 10:36:40.853,"6.663201666666667,-1.5613033333333335",2,0,2024-03-11 23:44:00,9,2024-03-13 20:12:00
08038C68-CE10-45D6-BDC9-0AD98C94276E,RP1A.200720.011,Esereso,a030f3c08f68a9bf,a030f3c08f68a9bf,4.19.127,Linux,M8,M8,,ekemp158,2025-05-21 11:47:49.240,,2,0,2025-03-11 07:42:00,384,2025-03-11 15:58:00
08038C68-CE10-45D6-BDC9-0AD98C94276E,RP1A.200720.011,Asare Nkwanta,a030f3c08f68a9bf,a030f3c08f68a9bf,4.19.127,Linux,M8,M8,,ekemp158,2025-05-21 11:47:49.240,,2,0,2025-03-11 07:42:00,384,2025-03-11 15:58:00
08038C68-CE10-45D6-BDC9-0AD98C94276E,RP1A.200720.011,Gariba/Nkujoa,a030f3c08f68a9bf,a030f3c08f68a9bf,4.19.127,Linux,M8,M8,,ekemp158,2025-05-21 11:47:49.240,,2,0,2025-03-11 07:42:00,384,2025-03-11 15:58:00
084A810C-B50A-423C-9B04-BAA71BB1DF94,EKEMP.M8.2020,Naaminyala No.2,e7dda440396d9995,M820202206163,3.18.79,Linux,m8,M8,,android157,2022-11-09 12:07:56.000,"10.63457,-0.857",2,0,2022-10-20 10:21:00,15,2022-11-09 12:14:00
0898729D-7EA9-4027-9E2E-0B5336D8391B,RP1A.200720.011,Wewa,1b2d621f5a37700d,1b2d621f5a37700d,4.19.127,Linux,M8,M8,,ekemp158,2025-04-21 11:06:09.197,"8.096125,-2.355496666666667",2,0,2024-10-03 10:40:00,379,2024-10-03 20:37:00
0898729D-7EA9-4027-9E2E-0B5336D8391B,RP1A.200720.011,Biema,1b2d621f5a37700d,1b2d621f5a37700d,4.19.127,Linux,M8,M8,,ekemp158,2025-04-21 11:06:09.197,"8.096125,-2.355496666666667",2,0,2024-10-03 10:40:00,379,2024-10-03 20:37:00
0898729D-7EA9-4027-9E2E-0B5336D8391B,RP1A.200720.011,Sabiye Junction-Wewa,1b2d621f5a37700d,1b2d621f5a37700d,4.19.127,Linux,M8,M8,,ekemp158,2025-04-21 11:06:09.197,"8.096125,-2.355496666666667",2,0,2024-10-03 10:40:00,379,2024-10-03 20:37:00
0898729D-7EA9-4027-9E2E-0B5336D8391B,RP1A.200720.011,Banda District PWD 1,1b2d621f5a37700d,1b2d621f5a37700d,4.19.127,Linux,M8,M8,,ekemp158,2025-04-21 11:06:09.197,"8.096125,-2.355496666666667",2,0,2024-10-03 10:40:00,379,2024-10-03 20:37:00
08D0E2BE-271B-4DAA-94D5-2D142607DB83,RP1A.200720.011,OKERE group B,8a3337060b202552,8a3337060b202552,4.19.127,Linux,FP08,FP08,,hby,2025-04-14 15:35:47.000,"6.0099534,-0.0795045",2,0,2025-03-24 12:04:00,317,2025-04-14 16:01:00
0932814F-62AB-4A26-BCAA-BC0FE9A882FA,RP1A.200720.011,Kensere/Ntokuro/Goamu Camp/Goamu Asaamang/Goamu Ko,2f06ea19368ad6da,2f06ea19368ad6da,4.19.127,Linux,M8,M8,,ekemp158,2025-04-15 09:55:33.193,,2,0,2024-12-17 08:41:00,384,2024-12-17 09:23:00
0932814F-62AB-4A26-BCAA-BC0FE9A882FA,RP1A.200720.011,Kenyasi No. 1,2f06ea19368ad6da,2f06ea19368ad6da,4.19.127,Linux,M8,M8,,ekemp158,2025-04-15 09:55:33.193,,2,0,2024-12-17 08:41:00,384,2024-12-17 09:23:00
0A49D1EE-2EB4-42C1-A322-5534AF91139A,RP1A.200720.011,Nkalingbani,d53cc35af93a7f5f,d53cc35af93a7f5f,4.19.127,Linux,M8,M8,,ekemp158,2025-07-29 11:03:46.347,"9.343386666666667,0.513965",2,0,2025-03-18 09:50:00,642,2025-03-19 10:02:00
0A49D1EE-2EB4-42C1-A322-5534AF91139A,RP1A.200720.011,Taguldo,d53cc35af93a7f5f,d53cc35af93a7f5f,4.19.127,Linux,M8,M8,,ekemp158,2025-07-29 11:03:46.347,"9.343386666666667,0.513965",2,0,2025-03-18 09:50:00,642,2025-03-19 10:02:00
0A5712FB-6288-4330-AA9B-500D224BC8DD,RP1A.200720.011,"KUNI CLUSTER ",1f20579ccdc345d4,1f20579ccdc345d4,4.19.127,Linux,FP08,FP08,,hby,2025-05-28 13:00:15.040,"9.44327,-0.013941666666666666",2,0,2024-10-26 17:23:00,642,2024-10-30 04:35:00
0ADB01FA-A0AD-43BC-9254-787121DC966A,RP1A.200720.011,Etsibeedu,f9413d140b65f101,f9413d140b65f101,4.19.127,Linux,M8,M8,,ekemp158,2025-07-24 17:55:45.787,"5.302228333333333,-0.8895283333333333",2,0,2024-10-15 11:21:00,317,2025-04-08 08:55:00
0B11DAE3-03B8-4878-B97B-716EA8F968F4,RP1A.200720.011,Kwasu,405d30fff5ff0170,405d30fff5ff0170,4.19.127,Linux,M8,M8,,ekemp158,2025-01-12 14:43:11.080,"7.0799866666666675,-2.0154616666666665",2,0,2024-11-15 14:47:00,379,2024-11-19 20:05:00
0B11DAE3-03B8-4878-B97B-716EA8F968F4,RP1A.200720.011,Dwomo,405d30fff5ff0170,405d30fff5ff0170,4.19.127,Linux,M8,M8,,ekemp158,2025-01-12 14:43:11.080,"7.0799866666666675,-2.0154616666666665",2,0,2024-11-15 14:47:00,379,2024-11-19 20:05:00
0B1761EC-5DF2-4B5B-9B1A-8BDB805F7008,RP1A.200720.011,Bamahu/Konpaala,525c7ab146a5f53b,525c7ab146a5f53b,4.19.127,Linux,FP08,FP08,,hby,2024-12-16 15:45:19.167,"10.059983333333333,-2.4965616666666666",2,0,2024-09-10 16:13:00,597,2024-11-14 10:34:00
0BB33494-E1A8-4029-8E71-6D236F1D967F,RP1A.200720.011,ZOGBELI CLUSTER,09fb8d7ed4a4b615,09fb8d7ed4a4b615,4.19.127,Linux,FP08,FP08,,hby,2025-09-15 16:25:35.713,,2,0,2024-11-29 16:05:00,642,2024-11-29 16:08:00
0D017449-79C4-4584-A999-3CB029A67B18,RP1A.200720.011,Nsor Nyamebekyere,14a6c0f3fe06e9eb,14a6c0f3fe06e9eb,4.19.127,Linux,M8,M8,,ekemp158,2024-09-16 15:46:08.580,"7.0736550000000005,-1.1265716666666667",2,0,2023-09-07 12:45:00,384,2024-03-17 15:42:00
0D026546-14B0-4672-AF1D-A948B5136DFB,EKEMP.M8.2020,Tarsor,04d0cf678fc8f34e,M820202206398,3.18.79,Linux,m8,M8,,android157,2022-09-23 18:42:55.000,"10.877068333333334,-1.9835016666666667",2,0,2022-09-03 02:57:00,11,2022-09-23 18:51:00
0EC7D120-2276-40CC-8EA2-4ABA147EE259,RP1A.200720.011,KROBONSHI,f444f7139ab432c8,f444f7139ab432c8,4.19.127,Linux,M8,M8,,ekemp158,2024-03-28 06:54:15.803,"5.500683333333335,-0.5339983333333334",2,0,2023-09-28 13:27:00,315,2024-03-28 06:49:00
0F9D434A-725D-4E1A-8A6D-461207437725,EKEMP.M8.2020,Dohi,d2bf4f505d93e9bc,M820202206394,3.18.79,Linux,m8,M8,,android157,2022-03-08 17:20:12.000,"9.429076666666667,-0.843695",2,0,2021-11-17 11:40:00,13,2022-03-08 17:23:00
0F9D434A-725D-4E1A-8A6D-461207437725,EKEMP.M8.2020,NAGDIGU,d2bf4f505d93e9bc,M820202206394,3.18.79,Linux,m8,M8,,android157,2022-03-08 17:20:12.000,"9.429076666666667,-0.843695",2,0,2021-11-17 11:40:00,13,2022-03-08 17:23:00
100942D4-4DCE-4C77-8FE3-AF999DB06031,RP1A.200720.011,Sambu,8897bed0f5e3be9c,8897bed0f5e3be9c,4.19.127,Linux,FP08,FP08,,hby,2025-06-11 16:00:32.870,,2,0,2024-10-24 01:00:00,642,2024-10-24 01:04:00
1057DDAE-4AE1-4CCD-9BC3-3B1F94AEFB5F,RP1A.200720.011,Sraneso 1 - 2/Yeboah Apatam/Nyinatase/Old Mireku/B,0d0a740d25bcc4a5,0d0a740d25bcc4a5,4.19.127,Linux,M8,M8,,ekemp158,2025-03-21 14:04:12.000,"7.394778333333333,-1.957665",2,0,2024-10-09 15:58:00,22,2025-03-21 14:10:00
105E1417-B6BE-4952-9B7F-4332C4FEDDEA,EKEMP.M8.2020,Zamwengo,12745ab734277799,M820202206256,3.18.79,Linux,m8,M8,,android157,2025-05-06 17:49:01.750,,2,0,2025-02-11 17:26:00,15,2025-02-11 17:26:00
105E1417-B6BE-4952-9B7F-4332C4FEDDEA,EKEMP.M8.2020,Nyariga,12745ab734277799,M820202206256,3.18.79,Linux,m8,M8,,android157,2025-05-06 17:49:01.750,,2,0,2025-02-11 17:26:00,15,2025-02-11 17:26:00
10681366-7D01-4781-9B60-3497560D78AF,O11019,Horiyiri,b68f7cde88b97545,DEQGSSMZKR7H9SLF,3.18.79,Linux,m8,M8,,android157,2022-09-15 13:02:58.000,"9.037236666666667,-2.488853333333333",2,0,2022-08-25 11:00:00,11,2022-09-15 13:14:00
11CA8000-8DF2-48A4-9A7B-731ABD519B4A,EKEMP.M8.2020,Sorbelle,e5ee06290f6bd149,M820202206298,3.18.79,Linux,m8,M8,,android157,2022-04-22 14:45:21.000,"10.880218333333335,-2.0630866666666665",2,0,2022-02-03 16:29:00,11,2022-05-25 14:25:00
1204593D-33BF-4EE9-8CA0-9516189014D1,RP1A.200720.011,Tadieso/Kuntunso/Hansua/Tanoso/Tanoso Bawgloso/Awo,c6f41f7013dea52d,c6f41f7013dea52d,4.19.127,Linux,FP08,FP08,,hby,2025-03-29 12:24:58.890,"7.503444999999999,-1.963846666666667",2,0,2024-10-08 11:29:00,379,2025-03-26 09:00:00
123CFAF9-D4A0-4922-9BB2-C09AB641C0C0,RP1A.200720.011,Amonom,03dd5dd1f368bf22,03dd5dd1f368bf22,4.19.127,Linux,M8,M8,,ekemp158,2025-07-18 09:42:19.000,"6.2891933333333325,-0.7595333333333334",2,0,2024-09-25 14:08:00,317,2025-07-18 16:06:00
12461539-E25A-448B-94BC-0B8CAA91F58C,EKEMP.M8.2020,Pompigbong,1ba091741838b8d7,M820202206313,3.18.79,Linux,m8,M8,,android157,2022-02-15 11:46:55.000,"5.5923300000000005,-0.16785333333333333",2,0,2021-07-17 06:12:00,11,2022-11-03 14:14:00
124B0D2D-65AE-47BF-AEF2-12C4E62EB467,RP1A.200720.011,Hobor,1962beb1a9a1a190,1962beb1a9a1a190,4.19.127,Linux,FP08,FP08,,hby,2025-02-28 01:57:16.023,,2,0,2025-02-26 21:33:00,448,2025-02-26 21:54:00
124BF54B-B5FC-45A9-B181-00E78287E9E9,RP1A.200720.011,Ahloefe  Sikaman,7a591f6705559c6c,7a591f6705559c6c,4.19.127,Linux,M8,M8,,ekemp158,2025-07-25 19:31:38.000,"6.491526666666666,0.48593666666666663",2,0,2024-11-14 15:32:00,317,2025-07-25 19:39:00
12ADED7D-F610-4BF5-AFDA-AF4765F168A7,RP1A.200720.011,SABEOGO,0e271e84b079fa22,0e271e84b079fa22,4.19.127,Linux,FP08,FP08,,hby,2025-04-10 17:52:16.000,"10.932148333333336,-0.5004149999999999",2,0,2024-10-09 15:23:00,576,2025-04-10 17:59:00
12BC12E8-3432-46E9-BCD4-2C7A41D7E88F,RP1A.200720.011,Tuobodom/Tanoboase/Ampenkukrom,07ef8dedf09651ac,07ef8dedf09651ac,4.19.127,Linux,FP08,FP08,,hby,2025-04-17 17:23:03.620,"7.6465319,-1.8878554",2,0,2024-10-02 22:30:00,384,2024-10-15 12:13:00
130C3ABB-C5BE-4386-9DDE-493446B66452,EKEMP.M8.2020,Langbinsi/Buboazio,bc54b7fa85c3558d,M820202206360,3.18.79,Linux,m8,M8,,android157,2022-11-30 09:55:36.000,"10.444700000000001,-0.5614433333333333",2,0,2022-09-07 14:27:00,15,2022-11-30 11:48:00
133B3589-3D7E-4FA8-843D-447B2D4B4C6F,RP1A.200720.011,Hehekpoe Kpetsu,ed92f81c46132b54,ed92f81c46132b54,4.19.127,Linux,M8,M8,,ekemp158,2025-07-13 15:38:22.630,"6.6131899999999995,0.469995",2,0,2025-04-23 10:21:00,317,2025-05-07 10:00:00
13661740-2724-4189-92FC-B11934B2DFB3,RP1A.200720.011,NANSUAN,f4dc2a7e41996e2b,f4dc2a7e41996e2b,4.19.127,Linux,M8,M8,,ekemp158,2024-08-26 10:39:13.000,"10.513816666666665,-0.16490833333333335",2,0,2024-02-28 12:57:00,15,2024-09-24 18:03:00
14634825-0A20-4DCE-B30D-C44E2C49A01A,EKEMP.M8.2020,Moya/Dohi,ee8d3994ea42e81a,M820202206192,3.18.79,Linux,m8,M8,,android157,2025-05-05 10:41:20.957,,2,0,2024-11-12 12:26:00,642,2024-11-12 12:30:00
14634825-0A20-4DCE-B30D-C44E2C49A01A,EKEMP.M8.2020,Kadua,ee8d3994ea42e81a,M820202206192,3.18.79,Linux,m8,M8,,android157,2025-05-05 10:41:20.957,,2,0,2024-11-12 12:26:00,642,2024-11-12 12:30:00
14634825-0A20-4DCE-B30D-C44E2C49A01A,EKEMP.M8.2020,Batangyili,ee8d3994ea42e81a,M820202206192,3.18.79,Linux,m8,M8,,android157,2025-05-05 10:41:20.957,,2,0,2024-11-12 12:26:00,642,2024-11-12 12:30:00
14B18F47-2CF2-4FCE-A017-032195E054BB,RP1A.200720.011,APRANO/Twimmine / AKOTOAKOTO,55c2d70284aa3167,55c2d70284aa3167,4.19.127,Linux,M8,M8,,ekemp158,2024-11-18 11:58:11.000,"5.514938333333333,-0.514485",2,0,2024-10-08 15:53:00,317,2024-11-19 01:14:00
150A5EF4-A13D-4A12-BE3A-47003085C6F8,EKEMP.M8.2020,Zambogu,c1cd8913959d7b82,M820202206383,3.18.79,Linux,m8,M8,,android157,2023-11-17 10:47:46.703,"10.370503333333334,-2.671335",2,0,2022-09-12 11:09:00,11,2023-07-21 01:24:00
1552FDEB-CEC8-483C-8B33-E550A523D10F,RP1A.200720.011,Tanchingu No 1,67809f329432ced5,67809f329432ced5,4.19.127,Linux,FP08,FP08,,hby,2025-06-19 14:45:08.687,,2,0,2025-06-19 12:00:00,15,2025-06-19 12:01:00
15F90E3D-B6C5-4614-959C-6A7332357FA8,EKEMP.M8.2020,MABUNG,5bfe752e8ca334d4,M820202206403,3.18.79,Linux,m8,M8,,android157,2023-11-21 15:37:53.000,"8.585611,-0.467199",2,0,2022-10-24 10:27:00,13,2023-11-20 19:52:00
1602D2BD-E902-4AE5-BAB1-3F5EE41052C5,PPR1.180610.011,SHERIGU CLUSTER (E),3e1d2d201aea6283,3e1d2d201aea6283,4.9.117+,Linux,FP-08,FP-08,,buildserver6,2025-06-26 17:59:30.307,"10.771510000000001,-0.8896516666666667",2,0,2024-12-04 16:57:00,15,2025-04-17 19:49:00
160E3430-EC6B-49FB-BF67-5E234A05F7DB,RP1A.200720.011,Sissala West PWD - Cluster 1,a1a99ac8378c73f8,a1a99ac8378c73f8,4.19.127,Linux,FP08,FP08,,hby,2025-04-17 12:10:11.097,"10.031706666666667,-2.4763933333333332",2,0,2024-12-13 16:50:00,11,2025-03-17 05:41:00
16396466-FDF2-41C6-B4E5-F4D7C420F87A,RP1A.200720.011,Dumpong,4eef7a982499e99a,4eef7a982499e99a,4.19.127,Linux,M8,M8,,ekemp158,2025-07-24 10:24:24.000,"5.84997,-0.197665",2,0,2025-01-28 11:16:00,317,2025-07-24 10:31:00
16466E5A-E55A-4552-96B8-61FAE66FA28D,RP1A.200720.011,Aduyaakrom/Adiepena/Torya/Suibo/Suiaboi/Badunyameb,383703cbdea30e8f,383703cbdea30e8f,4.19.127,Linux,FP08,FP08,,hby,2025-04-29 09:48:38.860,"6.109560000000001,-3.028926666666666",2,0,2024-09-13 09:24:00,379,2024-09-30 15:47:00
16466E5A-E55A-4552-96B8-61FAE66FA28D,RP1A.200720.011,Antokrom/Obengkrom/Tanokrom/Manhyia/Akwaabentano,383703cbdea30e8f,383703cbdea30e8f,4.19.127,Linux,FP08,FP08,,hby,2025-04-29 09:48:38.860,"6.109560000000001,-3.028926666666666",2,0,2024-09-13 09:24:00,379,2024-09-30 15:47:00
166C68F8-5BDA-4CE8-8DF8-421902FA70CA,RP1A.200720.011,Wamahinso,8416e3c20108f7a4,8416e3c20108f7a4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 09:32:01.200,"6.9801850000000005,-2.3889066666666663",2,0,2025-01-11 15:17:00,384,2025-01-14 09:27:00
166C68F8-5BDA-4CE8-8DF8-421902FA70CA,RP1A.200720.011,Ntotroso/Gyedu,8416e3c20108f7a4,8416e3c20108f7a4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 09:32:01.200,"6.9801850000000005,-2.3889066666666663",2,0,2025-01-11 15:17:00,384,2025-01-14 09:27:00
166D9A5C-42B4-450F-8FCC-160303E4F155,EKEMP.M8.2020,Komarkoum,dabace81b9f96c73,M820202206312,3.18.79,Linux,m8,M8,,android157,2025-03-28 17:48:15.707,,2,0,2025-01-16 11:39:00,15,2025-01-16 11:39:00
16760F81-CF5A-4C73-AD53-DCAA5D0544CA,RP1A.200720.011,EAST MAMPRUSI DA PWD cluster B,64bfc4b039047f9a,64bfc4b039047f9a,4.19.127,Linux,FP08,FP08,,hby,2025-05-12 19:47:47.007,"10.532188333333332,-0.43692166666666665",2,0,2025-03-20 06:54:00,15,2025-04-01 07:36:00
16938A2F-33A0-49EA-BB73-4C885563C058,RP1A.200720.011,kodibenum,445e55507bef91c3,445e55507bef91c3,4.19.127,Linux,FP08,FP08,,hby,2025-03-05 12:14:51.100,"7.519663333333334,0.4764933333333333",2,0,2025-01-16 17:41:00,589,2025-02-20 20:07:00
16CDC281-994C-43CE-B67B-A873135B4E7A,RP1A.200720.011,Gyinankoma Ekotsi / Akwansa /Kokodo Ekrawfo Dunkwa,36ad3a84eb2361ad,36ad3a84eb2361ad,4.19.127,Linux,M8,M8,,ekemp158,2025-07-23 10:40:48.627,"5.302244999999999,-0.8894733333333333",2,0,2024-10-15 11:53:00,317,2025-04-08 08:57:00
171168F0-A763-4AF9-A010-E489CA048C52,RP1A.200720.011,Dagagu,07b9f221b66c4e3c,07b9f221b66c4e3c,4.19.127,Linux,M8,M8,,ekemp158,2025-04-22 00:27:02.000,"9.451799999999999,-0.8633116666666666",2,0,2025-02-28 18:21:00,576,2025-04-22 00:32:00
171168F0-A763-4AF9-A010-E489CA048C52,RP1A.200720.011,Sakulo,07b9f221b66c4e3c,07b9f221b66c4e3c,4.19.127,Linux,M8,M8,,ekemp158,2025-04-22 00:27:02.000,"9.451799999999999,-0.8633116666666666",2,0,2025-02-28 18:21:00,576,2025-04-22 00:32:00
172DCA47-71E1-47EE-9FDF-3EEAE308A94D,RP1A.200720.011,Dama Nkwanta,c6b4bc213dfea9e0,c6b4bc213dfea9e0,4.19.127,Linux,M8,M8,,ekemp158,2025-05-12 22:59:34.380,"7.993316666666668,-0.8868983333333333",2,0,2024-08-06 12:09:00,384,2024-09-03 09:41:00
174BC578-30F8-4ECB-B236-6BFFD934D536,RP1A.200720.011,Community B,ea7decf3eacb78d4,ea7decf3eacb78d4,4.19.127,Linux,FP08,FP08,,hby,2025-03-04 13:26:36.303,,2,0,2024-07-09 11:41:00,9,2024-08-22 21:51:00
17DCCE93-D8CD-4B43-92A3-65128F637F63,EKEMP.M8.2020,AZUPUPUN GA,c140fea636fcfc2b,M820202206331,3.18.79,Linux,m8,M8,,android157,2025-04-10 17:58:56.000,"10.931458333333333,-0.5015483333333334",2,0,2025-04-10 11:11:00,15,2025-04-10 18:02:00
17F7A2B3-E6D5-4E05-A956-7F59E9B616DB,EKEMP.M8.2020,Yalugu,37c766e09bdcd22f,M820202206315,3.18.79,Linux,m8,M8,,android157,2022-08-15 14:40:08.033,,2,0,2022-08-15 14:40:00,15,2022-08-15 14:42:00
183BF4B9-A419-4B1B-BCCF-05DA864DB239,EKEMP.M8.2020,Maa,8cac59cb13b5e1ff,M820202206390,3.18.79,Linux,m8,M8,,android157,2025-08-12 18:17:26.313,,2,0,2025-01-21 11:05:00,13,2025-01-21 11:59:00
183BF4B9-A419-4B1B-BCCF-05DA864DB239,EKEMP.M8.2020,Tayoya,8cac59cb13b5e1ff,M820202206390,3.18.79,Linux,m8,M8,,android157,2025-08-12 18:17:26.313,,2,0,2025-01-21 11:05:00,13,2025-01-21 11:59:00
1880A135-519D-4A48-93B6-92E77BDF983B,RP1A.200720.011,Kabache/Bunjai,758b4eda6d09bb63,758b4eda6d09bb63,4.19.127,Linux,M8,M8,,ekemp158,2025-01-24 10:28:26.150,"9.40578,-0.8434516666666667",2,0,2024-05-03 19:06:00,576,2024-07-03 14:41:00
1880A135-519D-4A48-93B6-92E77BDF983B,RP1A.200720.011,Fushila/Yakura,758b4eda6d09bb63,758b4eda6d09bb63,4.19.127,Linux,M8,M8,,ekemp158,2025-01-24 10:28:26.150,"9.40578,-0.8434516666666667",2,0,2024-05-03 19:06:00,576,2024-07-03 14:41:00
1880A135-519D-4A48-93B6-92E77BDF983B,RP1A.200720.011,Kpanshegu/Tantuani,758b4eda6d09bb63,758b4eda6d09bb63,4.19.127,Linux,M8,M8,,ekemp158,2025-01-24 10:28:26.150,"9.40578,-0.8434516666666667",2,0,2024-05-03 19:06:00,576,2024-07-03 14:41:00
197836ED-457A-4C20-A154-8D108FCB1E05,RP1A.200720.011,Nwaadug (Waadigu),6734a4f983b8f6b6,6734a4f983b8f6b6,4.19.127,Linux,FP08,FP08,,hby,2025-06-19 13:39:58.707,,2,0,2025-06-19 11:41:00,15,2025-06-19 11:54:00
1986BF7E-05F6-444A-856E-24A405B24422,RP1A.200720.011,Ahiamankyene,436c636c9258a9bb,436c636c9258a9bb,4.19.127,Linux,FP08,FP08,,hby,2025-02-26 07:56:33.657,"7.797276666666666,-0.050743333333333335",2,0,2025-02-18 11:00:00,589,2025-02-26 07:32:00
1986BF7E-05F6-444A-856E-24A405B24422,RP1A.200720.011,Bommodem,436c636c9258a9bb,436c636c9258a9bb,4.19.127,Linux,FP08,FP08,,hby,2025-02-26 07:56:33.657,"7.797276666666666,-0.050743333333333335",2,0,2025-02-18 11:00:00,589,2025-02-26 07:32:00
